project,cve_id,commit,file_path,file_added_lines,file_removed_lines,file_total_lines,is_added_file,is_removed_file,is_modified_file
ffmpeg,CVE-2020-22044,1d479300cbe0,libavformat/nutenc.c,4,1,5,False,False,True
ffmpeg,CVE-2020-22046,097c917c1476,libavcodec/ac3enc.c,3,2,5,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native.c,9,1,10,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native.h,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_conv2d.c,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_depth2space.c,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_mathbinary.c,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_mathunary.c,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_maximum.c,2,0,2,False,False,True
ffmpeg,CVE-2020-24020,584f396132aa,libavfilter/dnn/dnn_backend_native_layer_pad.c,2,0,2,False,False,True
ffmpeg,CVE-2021-38291,e01d306c647b,libavcodec/utils.c,4,2,6,False,False,True
ffmpeg,CVE-2022-1475,757da974b218,libavcodec/g729_parser.c,3,0,3,False,False,True
ffmpeg,CVE-2020-22020,ce5274c1385d,libavfilter/vf_fieldmatch.c,1,1,2,False,False,True
ffmpeg,CVE-2020-22022,07050d7bdc32,libavfilter/vf_fieldorder.c,2,2,4,False,False,True
ffmpeg,CVE-2020-22023,0b5672387418,libavfilter/vf_bitplanenoise.c,2,2,4,False,False,True
ffmpeg,CVE-2020-22026,58bb9d3a3a6e,libavfilter/af_tremolo.c,5,3,8,False,False,True
ffmpeg,CVE-2020-22027,e787f8fd7ee9,libavfilter/vf_neighbor.c,5,3,8,False,False,True
ffmpeg,CVE-2020-22030,e1b89c76f663,libavfilter/af_afade.c,2,1,3,False,False,True
ffmpeg,CVE-2020-22031,0e68e8c93f90,libavfilter/vf_w3fdif.c,5,0,5,False,False,True
ffmpeg,CVE-2020-22034,1331e001796c,libavfilter/vf_floodfill.c,34,24,58,False,False,True
ffmpeg,CVE-2020-22035,0749082eb93e,libavfilter/vf_bm3d.c,4,4,8,False,False,True
ffmpeg,CVE-2020-22036,8c3166e1c302,libavfilter/vf_bwdif.c,2,2,4,False,False,True
ffmpeg,CVE-2020-22048,fddef964e8aa,libavfilter/vf_colorspace.c,11,2,13,False,False,True
ffmpeg,CVE-2020-23906,ec59dc73f0cc,libavformat/mm.c,2,0,2,False,False,True
ffmpeg,CVE-2020-35965,b0a8b40294ea,libavcodec/exr.c,7,6,13,False,False,True
tcpdump,CVE-2017-12893,6f5ba2b651cd,smbutil.c,1,0,1,False,False,True
tcpdump,CVE-2017-12894,730fc35968c5,addrtoname.c,43,29,72,False,False,True
tcpdump,CVE-2017-12895,2b62d1dda415,print-icmp.c,10,7,17,False,False,True
tcpdump,CVE-2017-12896,f76e7feb41a4,print-isakmp.c,2,1,3,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,netdissect.h,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-atm.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-chdlc.c,2,2,4,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-ether.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-fr.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-gre.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-isoclns.c,6,7,13,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-juniper.c,8,8,16,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-llc.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-mpls.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-null.c,1,1,2,False,False,True
tcpdump,CVE-2017-12897,1dcd10aceabb,print-ppp.c,1,1,2,False,False,True
tcpdump,CVE-2017-12898,19d25dd87816,print-nfs.c,7,6,13,False,False,True
tcpdump,CVE-2017-12899,c6e0531b5def,print-decnet.c,2,0,2,False,False,True
tcpdump,CVE-2017-12901,de981e6070d1,print-eigrp.c,47,0,47,False,False,True
tcpdump,CVE-2017-12902,d17507ffa3e9,print-zephyr.c,30,15,45,False,False,True
tcpdump,CVE-2017-12985,66df248b4909,print-ip6.c,11,0,11,False,False,True
tcpdump,CVE-2017-12985,66df248b4909,print-mobility.c,1,1,2,False,False,True
tcpdump,CVE-2017-12987,99798bd9a41b,print-802_11.c,1,2,3,False,False,True
tcpdump,CVE-2017-12988,8934a7d63072,print-telnet.c,1,0,1,False,False,True
tcpdump,CVE-2017-12989,db24063b01cb,print-resp.c,11,3,14,False,False,True
tcpdump,CVE-2017-12990,c2ef693866be,print-isakmp.c,60,52,112,False,False,True
tcpdump,CVE-2017-12991,50a44b6b8e4f,print-bgp.c,1,0,1,False,False,True
tcpdump,CVE-2017-12992,e942fb84fbe3,print-ripng.c,40,31,71,False,False,True
tcpdump,CVE-2017-12993,b534e3045685,print-juniper.c,38,0,38,False,False,True
tcpdump,CVE-2017-12994,ffde45acf334,print-bgp.c,13,6,19,False,False,True
tcpdump,CVE-2017-12995,3a76fd7c95fc,print-domain.c,19,18,37,False,False,True
tcpdump,CVE-2017-12996,6fca58f5f9c9,print-pim.c,21,9,30,False,False,True
tcpdump,CVE-2017-12997,34cec721d39c,print-lldp.c,4,4,8,False,False,True
tcpdump,CVE-2017-12998,979dcefd7b25,print-isoclns.c,1,1,2,False,False,True
tcpdump,CVE-2017-12999,3b32029db354,print-isoclns.c,1,0,1,False,False,True
tcpdump,CVE-2017-13000,851273488322,print-802_15_4.c,1,1,2,False,False,True
tcpdump,CVE-2017-13001,7a923447fd49,print-nfs.c,7,3,10,False,False,True
tcpdump,CVE-2017-13002,cbddb98484ea,print-aodv.c,8,1,9,False,False,True
tcpdump,CVE-2017-13003,a25211918f2e,extract.h,7,1,8,False,False,True
tcpdump,CVE-2017-13003,a25211918f2e,print-lmp.c,350,82,432,False,False,True
tcpdump,CVE-2017-13004,42073d54c53a,print-juniper.c,1,0,1,False,False,True
tcpdump,CVE-2017-13005,b45a9a167ca6,print-nfs.c,4,0,4,False,False,True
tcpdump,CVE-2017-13006,cc4a7391c616,print-l2tp.c,177,46,223,False,False,True
tcpdump,CVE-2017-13007,ca336198e8be,print-pktap.c,5,1,6,False,False,True
tcpdump,CVE-2017-13008,5edf405d7ed9,print-802_11.c,1,13,14,False,False,True
tcpdump,CVE-2017-13009,db8c799f6dfc,print-mobility.c,20,17,37,False,False,True
tcpdump,CVE-2017-13011,9f0730bee3eb,util-print.c,18,5,23,False,False,True
tcpdump,CVE-2017-13012,8509ef02eceb,print-icmp.c,1,0,1,False,False,True
tcpdump,CVE-2017-13013,13ab8d18617d,print-arp.c,72,17,89,False,False,True
tcpdump,CVE-2017-13014,cc356512f512,print-wb.c,7,2,9,False,False,True
tcpdump,CVE-2017-13015,985122081165,print-eap.c,14,4,18,False,False,True
tcpdump,CVE-2017-13016,c177cb3800a9,addrtoname.h,2,1,3,False,False,True
tcpdump,CVE-2017-13016,c177cb3800a9,print-isoclns.c,11,3,14,False,False,True
tcpdump,CVE-2017-13017,11b426ee05eb,print-dhcp6.c,4,0,4,False,False,True
tcpdump,CVE-2017-13018,26a6799b9ca8,print-pgm.c,4,0,4,False,False,True
tcpdump,CVE-2017-13019,4601c685e7fd,print-pgm.c,130,80,210,False,False,True
tcpdump,CVE-2017-13020,c5dd7bef5e54,print-vtp.c,2,0,2,False,False,True
tcpdump,CVE-2017-13021,67c7126062d5,print-icmp6.c,1,0,1,False,False,True
tcpdump,CVE-2017-13022,eee0b04bcfda,print-ip.c,10,3,13,False,False,True
tcpdump,CVE-2017-13023,b8e559afaeb8,print-mobility.c,1,0,1,False,False,True
tcpdump,CVE-2017-13024,7d3aba9f0689,print-mobility.c,2,0,2,False,False,True
tcpdump,CVE-2017-13025,5338aac7b8b8,extract.h,3,0,3,False,False,True
tcpdump,CVE-2017-13025,5338aac7b8b8,print-mobility.c,1,0,1,False,False,True
tcpdump,CVE-2017-13026,b20e1639dbac,print-isoclns.c,37,15,52,False,False,True
tcpdump,CVE-2017-13027,a77ff09c4656,print-lldp.c,1,1,2,False,False,True
tcpdump,CVE-2017-13028,29e5470e6ab8,print-bootp.c,1,0,1,False,False,True
tcpdump,CVE-2017-13029,7029d15f148e,print-ppp.c,13,13,26,False,False,True
tcpdump,CVE-2017-13030,5dc1860d8267,print-pim.c,207,176,383,False,False,True
tcpdump,CVE-2017-13031,2d669862df7c,print-frag6.c,1,1,2,False,False,True
tcpdump,CVE-2017-13032,1bc78d795cd5,print-radius.c,5,9,14,False,False,True
tcpdump,CVE-2017-13033,ae83295915d0,print-vtp.c,80,62,142,False,False,True
tcpdump,CVE-2017-13034,da6f1a677bfa,print-pgm.c,2,2,4,False,False,True
tcpdump,CVE-2017-13035,571a6f33f47e,print-isoclns.c,5,1,6,False,False,True
tcpdump,CVE-2017-13036,88b2dac837e8,print-ospf6.c,1,0,1,False,False,True
tcpdump,CVE-2017-13037,2c2cfbd2b771,print-ip.c,11,3,14,False,False,True
tcpdump,CVE-2017-13038,7335163a6ef8,print-ppp.c,9,0,9,False,False,True
tcpdump,CVE-2017-13039,e0a5a02b0fc1,print-isakmp.c,58,25,83,False,False,True
tcpdump,CVE-2017-13040,4c3aee4bb029,print-mptcp.c,50,34,84,False,False,True
tcpdump,CVE-2017-13041,f4b9e24c7384,print-icmp6.c,2,0,2,False,False,True
tcpdump,CVE-2017-13042,39582c04cc5e,print-hncp.c,4,0,4,False,False,True
tcpdump,CVE-2017-13043,d515b4b4a300,print-bgp.c,2,2,4,False,False,True
tcpdump,CVE-2017-13044,c2f6833dddec,print-hncp.c,4,0,4,False,False,True
tcpdump,CVE-2017-13045,3b36ec4e713d,print-vqp.c,13,1,14,False,False,True
tcpdump,CVE-2017-13046,d10a0f980fe8,print-bgp.c,1,1,2,False,False,True
tcpdump,CVE-2017-13047,331530a4076c,print-isoclns.c,2,2,4,False,False,True
tcpdump,CVE-2017-13048,3c8a2b0e91d8,print-rsvp.c,2,1,3,False,False,True
tcpdump,CVE-2017-13049,aa0858100096,print-rx.c,1,0,1,False,False,True
tcpdump,CVE-2017-13050,83c64fce3a52,print-rpki-rtr.c,103,66,169,False,False,True
tcpdump,CVE-2017-13051,289c67202028,print-rsvp.c,18,1,19,False,False,True
tcpdump,CVE-2017-13052,5d340a5ca6e4,print-cfm.c,53,9,62,False,False,True
tcpdump,CVE-2017-13053,bd4e697ebd6c,print-bgp.c,19,3,22,False,False,True
tcpdump,CVE-2017-13054,e6511cc1a950,print-lldp.c,3,0,3,False,False,True
tcpdump,CVE-2017-13055,5d0d76e88ee2,print-isoclns.c,2,1,3,False,False,True
tcpdump,CVE-2017-13687,a1eefe986065,print-chdlc.c,12,8,20,False,False,True
tcpdump,CVE-2017-13688,0cb1b8a434b5,print-olsr.c,12,9,21,False,False,True
tcpdump,CVE-2017-13689,061e7371a944,print-isakmp.c,2,2,4,False,False,True
tcpdump,CVE-2017-13690,8dca25d26c7c,print-isakmp.c,14,7,21,False,False,True
tcpdump,CVE-2017-13725,3c4d7c0ee30a,print-rt6.c,1,1,2,False,False,True
tcpdump,CVE-2018-14461,aa5c6b710dfd,print-ldp.c,6,3,9,False,False,True
tcpdump,CVE-2018-14462,1a1bce0526a7,print-icmp.c,1,0,1,False,False,True
tcpdump,CVE-2018-14463,3de07c772166,print-vrrp.c,3,1,4,False,False,True
tcpdump,CVE-2018-14464,d97e94223720,print-lmp.c,16,4,20,False,False,True
tcpdump,CVE-2018-14465,bea2686c296b,print-rsvp.c,1,0,1,False,False,True
tcpdump,CVE-2018-14466,c24922e692a5,print-rx.c,2,2,4,False,False,True
tcpdump,CVE-2018-14467,e3f3b445e2d2,print-bgp.c,2,0,2,False,False,True
tcpdump,CVE-2018-14468,aa3e54f59438,print-fr.c,5,0,5,False,False,True
tcpdump,CVE-2018-14469,396e94ff55a8,print-isakmp.c,1,0,1,False,False,True
tcpdump,CVE-2018-14470,12f66f69f7bf,print-babel.c,1,1,2,False,False,True
tcpdump,CVE-2018-14881,86326e880d31,print-bgp.c,2,0,2,False,False,True
tcpdump,CVE-2019-15166,0b661e0aa618,print-lmp.c,8,1,9,False,False,True
tcpdump,CVE-2019-15167,a152aebfd111,print-vrrp.c,3,1,4,False,False,True
tcpdump,CVE-2018-14880,e01c9bf76740,print-ospf6.c,1,2,3,False,False,True
tcpdump,CVE-2018-14882,d7505276842e,print-icmp6.c,17,12,29,False,False,True
tcpdump,CVE-2018-16227,4846b3c5d0a8,print-802_11.c,4,0,4,False,False,True
tcpdump,CVE-2018-16228,83a412a5275c,print-hncp.c,2,0,2,False,False,True
tcpdump,CVE-2018-16229,211124b972e7,print-dccp.c,46,7,53,False,False,True
tcpdump,CVE-2018-16230,13d52e9c0e7c,print-bgp.c,4,2,6,False,False,True
tcpdump,CVE-2018-16300,af2cf04a9394,print-bgp.c,12,4,16,False,False,True
tcpdump,CVE-2018-16451,96480ab95308,print-smb.c,8,3,11,False,False,True
tcpdump,CVE-2018-16452,24182d959f66,smbutil.c,8,1,9,False,False,True
libxml2,CVE-2012-5134,6a36fbe3b3e0,parser.c,1,1,2,False,False,True
libxml2,CVE-2013-0338,23f05e0c3398,include/libxml/parser.h,1,0,1,False,False,True
libxml2,CVE-2013-0338,23f05e0c3398,parser.c,38,6,44,False,False,True
libxml2,CVE-2013-0338,23f05e0c3398,parserInternals.c,2,0,2,False,False,True
libxml2,CVE-2013-0339,4629ee02ac64,parser.c,9,2,11,False,False,True
libxml2,CVE-2013-1969,de0cc20c29cb,HTMLparser.c,3,0,3,False,False,True
libxml2,CVE-2013-1969,de0cc20c29cb,parser.c,11,1,12,False,False,True
libxml2,CVE-2014-3660,72a46a519ce7,parser.c,2,1,3,False,False,True
libxml2,CVE-2015-5312,69030714cde6,parser.c,4,0,4,False,False,True
libxml2,CVE-2015-7497,6360a31a84ef,dict.c,4,1,5,False,False,True
libxml2,CVE-2015-7498,afd27c21f6b3,parser.c,5,2,7,False,False,True
libxml2,CVE-2015-7498,afd27c21f6b3,parserInternals.c,10,1,11,False,False,True
libxml2,CVE-2015-7499,28cd9cb747a9,parser.c,29,5,34,False,False,True
libxml2,CVE-2015-7500,f1063fdbe7fa,parser.c,22,6,28,False,False,True
libxml2,CVE-2015-7941,9b8512337d14,parser.c,6,0,6,False,False,True
libxml2,CVE-2015-8241,ab2b9a93ff19,parser.c,8,0,8,False,False,True
libxml2,CVE-2015-8242,8fb4a7700756,HTMLparser.c,3,3,6,False,False,True
libxml2,CVE-2015-8317,709a952110e9,parser.c,5,1,6,False,False,True
libxml2,CVE-2015-8710,e724879d964d,HTMLparser.c,14,7,21,False,False,True
libxml2,CVE-2016-1762,a7a94612aa3b,parser.c,1,0,1,False,False,True
libxml2,CVE-2016-1834,8fbbf5513d60,xmlstring.c,8,1,9,False,False,True
libxml2,CVE-2016-1837,11ed4a7a90d5,HTMLparser.c,43,15,58,False,False,True
libxml2,CVE-2016-1838,db07dd613e46,parser.c,6,2,8,False,False,True
libxml2,CVE-2016-1840,cbb271655cad,xmlregexp.c,2,1,3,False,False,True
libxml2,CVE-2016-4449,b1d34de46a11,parser.c,15,1,16,False,False,True
libxml2,CVE-2016-4483,c97750d11bb8,xmlsave.c,4,4,8,False,False,True
libxml2,CVE-2016-4658,c1d1f7121194,xpointer.c,56,93,149,False,False,True
libxml2,CVE-2017-16931,e26630548e7d,parser.c,10,8,18,False,False,True
libxml2,CVE-2017-16931,e26630548e7d,runtest.c,3,0,3,False,False,True
libxml2,CVE-2017-16932,899a5d9f0ed1,parser.c,10,1,11,False,False,True
libxml2,CVE-2017-5130,897dffbae322,xmlmemory.c,21,0,21,False,False,True
libxml2,CVE-2017-7375,90ccb5824286,parser.c,9,0,9,False,False,True
libxml2,CVE-2018-14404,a436374994c4,xpath.c,4,6,10,False,False,True
libxml2,CVE-2019-19956,5a02583c7e68,parser.c,2,1,3,False,False,True
libxml2,CVE-2020-7595,0e1a49c89076,parser.c,2,1,3,False,False,True
libxml2,CVE-2022-23308,652dd12a8589,valid.c,55,33,88,False,False,True
libxml2,CVE-2022-29824,2554a2408e09,buf.c,34,52,86,False,False,True
libxml2,CVE-2022-29824,2554a2408e09,tree.c,27,45,72,False,False,True
libxml2,CVE-2022-40303,c846986356fc,parser.c,121,112,233,False,False,True
libxml2,CVE-2022-40304,1b41ec4e9433,entities.c,16,39,55,False,False,True
libxml2,CVE-2023-28484,e4f85f1bd2eb,xmlschemas.c,1,1,2,False,False,True
curl,CVE-2017-2629,ca6ea6d9be51,lib/url.c,3,0,3,False,False,True
curl,CVE-2013-1944,2eb8dcf26cb3,lib/cookie.c,19,5,24,False,False,True
curl,CVE-2018-16840,81d135d67155,lib/url.c,3,1,4,False,False,True
curl,CVE-2018-1000301,8c7b3737d29e,lib/http.c,5,1,6,False,False,True
curl,CVE-2016-9586,3ab3c16db6a5,lib/mprintf.c,18,2,20,False,False,True
curl,CVE-2016-9586,3ab3c16db6a5,tests/libtest/lib557.c,133,3,136,False,False,True
curl,CVE-2017-9502,5d7952f52e41,lib/url.c,22,5,27,False,False,True
curl,CVE-2017-7407,8e65877870c1,src/tool_writeout.c,2,2,4,False,False,True
curl,CVE-2018-16839,f3a24d7916b9,lib/vauth/cleartext.c,1,1,2,False,False,True
curl,CVE-2018-1000300,583b42cb3b80,lib/pingpong.c,4,1,5,False,False,True
curl,CVE-2023-46219,73b65e94f353,lib/fopen.c,60,5,65,False,False,True
curl,CVE-2016-8621,96a80b5a262f,lib/parsedate.c,7,5,12,False,False,True
curl,CVE-2016-8621,96a80b5a262f,tests/libtest/lib517.c,7,1,8,False,False,True
curl,CVE-2018-0500,ba1dbd78e5f1,lib/smtp.c,2,1,3,False,False,True
curl,CVE-2013-0249,f206d6c055d1,lib/curl_sasl.c,6,17,23,False,False,True
curl,CVE-2014-0015,8ae35102c43d,lib/url.c,3,3,6,False,False,True
curl,CVE-2020-8169,600a8cded447,lib/url.c,4,2,6,False,False,True
curl,CVE-2017-8817,0b664ba96843,lib/curl_fnmatch.c,3,6,9,False,False,True
curl,CVE-2021-22898,39ce47f219b0,lib/telnet.c,1,1,2,False,False,True
curl,CVE-2019-5482,facb0e466241,lib/tftp.c,9,3,12,False,False,True
curl,CVE-2016-8624,3bb273db7e40,lib/url.c,5,5,10,False,False,True
curl,CVE-2016-8618,8732ec40db65,lib/mprintf.c,6,3,9,False,False,True
curl,CVE-2023-46218,2b0994c29a72,lib/cookie.c,16,8,24,False,False,True
curl,CVE-2016-8617,efd24d57426b,lib/base64.c,5,0,5,False,False,True
curl,CVE-2017-1000101,453e7a7a03a2,src/tool_urlglob.c,4,1,5,False,False,True
curl,CVE-2016-9594,f81b2277a8e7,lib/rand.c,1,1,2,False,False,True
curl,CVE-2018-1000122,d52dc4760f6d,lib/transfer.c,7,2,9,False,False,True
curl,CVE-2018-16842,d530e92f59ae,src/tool_msgs.c,1,1,2,False,False,True
curl,CVE-2022-42916,53bcf55b4538,lib/url.c,47,44,91,False,False,True
curl,CVE-2022-42915,55e1875729f9,lib/http_proxy.c,2,4,6,False,False,True
curl,CVE-2022-42915,55e1875729f9,lib/url.c,0,9,9,False,False,True
curl,CVE-2020-8284,ec9cc725d598,lib/url.c,1,0,1,False,False,True
curl,CVE-2020-8284,ec9cc725d598,src/tool_cfgable.c,1,0,1,False,False,True
curl,CVE-2020-8177,8236aba58542,src/tool_cb_hdr.c,4,18,22,False,False,True
curl,CVE-2020-8177,8236aba58542,src/tool_getparam.c,5,0,5,False,False,True
curl,CVE-2019-5435,5fc28510a466,lib/setopt.c,7,0,7,False,False,True
curl,CVE-2019-5435,5fc28510a466,lib/urlapi.c,8,0,8,False,False,True
curl,CVE-2019-5435,5fc28510a466,lib/urldata.h,4,0,4,False,False,True
curl,CVE-2019-5435,5fc28510a466,tests/libtest/lib1559.c,78,0,78,True,False,False
curl,CVE-2018-1000007,af32cd385933,lib/http.c,9,1,10,False,False,True
curl,CVE-2018-1000007,af32cd385933,lib/setopt.c,1,1,2,False,False,True
curl,CVE-2018-1000007,af32cd385933,lib/urldata.h,1,1,2,False,False,True
curl,CVE-2018-1000120,535432c0adb6,lib/ftp.c,4,4,8,False,False,True
curl,CVE-2017-8818,9b5e12a5491d,lib/url.c,30,21,51,False,False,True
curl,CVE-2017-8818,9b5e12a5491d,lib/urldata.h,0,10,10,False,False,True
curl,CVE-2017-8816,7f2a1df6f5fc,lib/curl_ntlm_core.c,18,2,20,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/curl_setup.h,3,4,7,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/easy.c,0,26,26,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/strerror.c,2,79,81,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/strerror.h,2,2,4,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/url.c,20,79,99,False,False,True
curl,CVE-2016-8625,9c91ec778104,lib/version.c,7,7,14,False,False,True
curl,CVE-2016-8623,c5be3d7267c7,lib/cookie.c,40,21,61,False,False,True
curl,CVE-2016-8623,c5be3d7267c7,lib/cookie.h,2,2,4,False,False,True
curl,CVE-2016-8623,c5be3d7267c7,lib/http.c,1,1,2,False,False,True
freetype,CVE-2009-0946,0545ec1ca36b,src/cff/cffload.c,28,1,29,False,False,True
freetype,CVE-2010-2497,7d3d2cc4fef7,src/cff/cffgload.c,2,0,2,False,False,True
freetype,CVE-2010-2497,7d3d2cc4fef7,src/smooth/ftgrays.c,15,20,35,False,False,True
freetype,CVE-2010-2498,8d22746c9e5a,src/pshinter/pshalgo.c,9,3,12,False,False,True
freetype,CVE-2010-2500,6305b869d86f,src/smooth/ftgrays.c,1,1,2,False,False,True
freetype,CVE-2010-2500,6305b869d86f,src/smooth/ftsmooth.c,2,2,4,False,False,True
freetype,CVE-2010-2499,c69891a13456,src/base/ftobjs.c,2,0,2,False,False,True
freetype,CVE-2010-2519,5ef20c8c1d4d,src/base/ftobjs.c,10,1,11,False,False,True
freetype,CVE-2010-2520,888cd1843e93,src/truetype/ttinterp.c,2,2,4,False,False,True
freetype,CVE-2010-2805,45a3c76b5475,src/base/ftstream.c,1,1,2,False,False,True
freetype,CVE-2010-2806,c06da1ad3466,src/type42/t42parse.c,10,3,13,False,False,True
freetype,CVE-2010-2808,81f3472c0ba7,src/base/ftobjs.c,5,0,5,False,False,True
freetype,CVE-2010-3814,0edf0986f3be,src/truetype/ttinterp.c,9,0,9,False,False,True
freetype,CVE-2010-3855,59eb9f8cfe7d,src/truetype/ttgxvar.c,3,3,6,False,False,True
freetype,CVE-2012-5668,9b6b5754b57c,src/bdf/bdflib.c,3,0,3,False,False,True
freetype,CVE-2012-5669,07bdb6e289c7,src/bdf/bdflib.c,3,2,5,False,False,True
freetype,CVE-2012-5670,7f2e4f4f553f,src/bdf/bdflib.c,3,0,3,False,False,True
freetype,CVE-2014-9746,8b281f83e851,src/cid/cidload.c,14,5,19,False,False,True
freetype,CVE-2014-9746,8b281f83e851,src/psaux/psobjs.c,5,3,8,False,False,True
freetype,CVE-2014-9746,8b281f83e851,src/type1/t1load.c,2,2,4,False,False,True
freetype,CVE-2014-9746,8b281f83e851,src/type42/t42parse.c,38,12,50,False,False,True
freetype,CVE-2014-9745,df14e6c0b959,src/type1/t1load.c,7,0,7,False,False,True
freetype,CVE-2014-2241,135c3faebb96,src/cff/cf2ft.c,6,2,8,False,False,True
freetype,CVE-2014-9670,ef1eba75187a,src/pcf/pcfread.c,9,0,9,False,False,True
freetype,CVE-2014-9671,0e2f5d518c60,src/pcf/pcfread.c,15,0,15,False,False,True
freetype,CVE-2014-9666,257c270bd25e,src/sfnt/ttsbit.c,5,3,8,False,False,True
freetype,CVE-2014-9667,677ddf4f1dc1,src/sfnt/ttload.c,9,3,12,False,False,True
freetype,CVE-2014-9668,f46add138953,src/sfnt/sfobjs.c,4,2,6,False,False,True
freetype,CVE-2014-9669,602040b1112c,src/sfnt/ttcmap.c,30,9,39,False,False,True
freetype,CVE-2014-9664,73be9f9ab678,src/type1/t1load.c,5,0,5,False,False,True
freetype,CVE-2014-9664,73be9f9ab678,src/type42/t42parse.c,6,0,6,False,False,True
freetype,CVE-2014-9665,54abd22891bd,src/sfnt/pngshim.c,7,0,7,False,False,True
freetype,CVE-2014-9660,af8346172a7b,src/bdf/bdflib.c,8,0,8,False,False,True
freetype,CVE-2014-9661,3788187e0c39,src/type42/t42objs.c,6,0,6,False,False,True
freetype,CVE-2014-9661,3788187e0c39,src/type42/t42parse.c,12,13,25,False,False,True
freetype,CVE-2014-9662,5f201ab5c24c,src/cff/cf2ft.c,38,10,48,False,False,True
freetype,CVE-2014-9663,9bd20b7304aa,src/sfnt/ttcmap.c,3,3,6,False,False,True
freetype,CVE-2014-9656,f0292bb9920a,src/sfnt/ttsbit.c,2,1,3,False,False,True
freetype,CVE-2014-9657,eca0f0670680,src/truetype/ttpload.c,7,5,12,False,False,True
freetype,CVE-2014-9658,f70d9342e65c,src/sfnt/ttkern.c,1,1,2,False,False,True
freetype,CVE-2014-9673,35252ae9aa1d,src/base/ftobjs.c,17,0,17,False,False,True
freetype,CVE-2014-9674,240c94a185cd,src/base/ftobjs.c,14,1,15,False,False,True
freetype,CVE-2014-9659,2cdc4562f873,src/cff/cf2hints.c,4,1,5,False,False,True
freetype,CVE-2014-9659,2cdc4562f873,src/cff/cf2intrp.c,14,7,21,False,False,True
freetype,CVE-2015-9382,db5a4a9ae7b0,src/psaux/psobjs.c,3,0,3,False,False,True
freetype,CVE-2015-9290,e3058617f384,src/type1/t1parse.c,9,0,9,False,False,True
freetype,CVE-2015-9381,7962a15d64c8,src/type1/t1parse.c,12,6,18,False,False,True
freetype,CVE-2015-9383,57cbb8c14899,src/sfnt/ttcmap.c,18,8,26,False,False,True
freetype,CVE-2016-10328,beecf80a6dee,src/cff/cffparse.c,7,3,10,False,False,True
freetype,CVE-2017-7864,e6699596af5c,src/truetype/ttobjs.c,6,2,8,False,False,True
freetype,CVE-2017-7858,779309744222,src/sfnt/sfobjs.c,5,4,9,False,False,True
freetype,CVE-2017-8105,f958c48ee431,src/psaux/t1decode.c,9,0,9,False,False,True
freetype,CVE-2017-8287,3774fc08b502,src/psaux/psobjs.c,8,0,8,False,False,True
openjpeg,CVE-2018-20847,5d00b719f4b9,src/lib/openjp2/pi.c,4,4,8,False,False,True
openjpeg,CVE-2018-20847,5d00b719f4b9,src/lib/openjp2/tcd.c,5,4,9,False,False,True
openjpeg,CVE-2015-8871,940100c28ae2,src/lib/openjp2/j2k.c,4,4,8,False,False,True
openjpeg,CVE-2016-4797,8f9cc62b3f9a,src/lib/openjp2/tcd.c,2,1,3,False,False,True
openjpeg,CVE-2016-7163,c16bc057ba3f,src/lib/openjp2/pi.c,7,1,8,False,False,True
openjpeg,CVE-2016-10506,d27ccf01c68a,src/lib/openjp2/pi.c,33,0,33,False,False,True
openjpeg,CVE-2016-10504,397f62c0a838,src/lib/openjp2/tcd.c,3,2,5,False,False,True
openjpeg,CVE-2017-14151,afb308b9ccbe,src/lib/openjp2/tcd.c,5,2,7,False,False,True
