project,cve_id,commit,function,basic_blocks,binary_file
binutils,CVE-2017-6965,03f7786e2f44,target_specific_reloc_handling,95,CVE-2017-6965-patch-03f7786e2f44-readelf
binutils,CVE-2017-13710,0c54f6929520,setup_group,95,CVE-2017-13710-patch-0c54f6929520-objdump
binutils,CVE-2017-14128,7e8b60085eb3,decode_line_info,218,CVE-2017-14128-patch-7e8b60085eb3-objdump
binutils,CVE-2017-8394,7eacd66b086c,_bfd_elf_get_synthetic_symtab,61,CVE-2017-8394-patch-7eacd66b086c-objdump
binutils,CVE-2014-8738,bb0d867169d7,_bfd_slurp_extended_name_table,50,CVE-2014-8738-patch-bb0d867169d7-objdump
binutils,CVE-2014-8484,bd25671c6f20,srec_scan,176,CVE-2014-8484-patch-bd25671c6f20-objdump
binutils,CVE-2018-17358,0bbd2b1ad042,_bfd_stab_section_find_nearest_line,236,CVE-2018-17358-patch-0bbd2b1ad042-objdump
binutils,CVE-2017-9038,f32ba72991d2,get_unwind_section_word,101,CVE-2017-9038-patch-f32ba72991d2-readelf
binutils,CVE-2017-8392,97e83a100aa8,_bfd_dwarf2_find_nearest_line,149,CVE-2017-8392-patch-97e83a100aa8-objdump
binutils,CVE-2021-45078,161e87d12167,stab_record_type,5,CVE-2021-45078-patch-161e87d12167-objdump
binutils,CVE-2021-45078,161e87d12167,stab_xcoff_builtin_type,79,CVE-2021-45078-patch-161e87d12167-objdump
binutils,CVE-2021-45078,161e87d12167,stab_find_type,12,CVE-2021-45078-patch-161e87d12167-objdump
binutils,CVE-2017-16831,6cee897971d4,coff_get_normalized_symtab,98,CVE-2017-16831-patch-6cee897971d4-objdump
binutils,CVE-2017-16831,6cee897971d4,_bfd_coff_get_external_symbols,26,CVE-2017-16831-patch-6cee897971d4-objdump
binutils,CVE-2017-9955,0630b49c470c,_bfd_generic_get_section_contents,26,CVE-2017-9955-patch-0630b49c470c-objdump
binutils,CVE-2017-9955,0630b49c470c,bfd_get_full_section_contents,62,CVE-2017-9955-patch-0630b49c470c-objdump
binutils,CVE-2017-12967,de25939739ff,getsym,10,CVE-2017-12967-patch-de25939739ff-objdump
binutils,CVE-2017-17080,80a043787304,elfcore_grok_nto_status,23,CVE-2017-17080-patch-80a043787304-objdump
binutils,CVE-2017-17080,80a043787304,elfcore_grok_freebsd_psinfo,23,CVE-2017-17080-patch-80a043787304-objdump
binutils,CVE-2017-17080,80a043787304,elfcore_grok_netbsd_note,30,CVE-2017-17080-patch-80a043787304-objdump
binutils,CVE-2017-17080,80a043787304,elfcore_netbsd_get_lwpid,6,CVE-2017-17080-patch-80a043787304-objdump
binutils,CVE-2017-15023,c361faae8d96,read_formatted_entries,55,CVE-2017-15023-patch-c361faae8d96-objdump
binutils,CVE-2018-19932,beab45322376,rewrite_elf_program_header,334,CVE-2018-19932-patch-beab45322376-objdump
binutils,CVE-2017-9040,7296a62a2a23,print_symbol_for_build_attribute,64,CVE-2017-9040-patch-7296a62a2a23-readelf
binutils,CVE-2017-9040,7296a62a2a23,process_dynamic_section,431,CVE-2017-9040-patch-7296a62a2a23-readelf
binutils,CVE-2017-9040,7296a62a2a23,print_gnu_build_attribute_name,111,CVE-2017-9040-patch-7296a62a2a23-readelf
binutils,CVE-2017-9040,7296a62a2a23,process_mips_specific,490,CVE-2017-9040-patch-7296a62a2a23-readelf
binutils,CVE-2017-9040,7296a62a2a23,process_arch_specific,32,CVE-2017-9040-patch-7296a62a2a23-readelf
binutils,CVE-2017-15225,b55ec8b676ed,_bfd_dwarf2_cleanup_debug_info,63,CVE-2017-15225-patch-b55ec8b676ed-objdump
binutils,CVE-2017-14729,56933f9e3e90,elf_x86_64_get_synthetic_symtab,153,CVE-2017-14729-patch-56933f9e3e90-objdump
binutils,CVE-2017-14729,56933f9e3e90,elf_i386_get_synthetic_symtab,164,CVE-2017-14729-patch-56933f9e3e90-objdump
binutils,CVE-2017-15938,1b86808a8607,find_abstract_instance_name,89,CVE-2017-15938-patch-1b86808a8607-objdump
binutils,CVE-2017-15938,1b86808a8607,parse_comp_unit,102,CVE-2017-15938-patch-1b86808a8607-objdump
binutils,CVE-2019-17451,336bfbeb1848,_bfd_dwarf2_slurp_debug_info,81,CVE-2019-17451-patch-336bfbeb1848-objdump
binutils,CVE-2017-15024,52a93b95ec07,scan_unit_for_symbols,142,CVE-2017-15024-patch-52a93b95ec07-objdump
binutils,CVE-2017-15024,52a93b95ec07,find_abstract_instance_name,81,CVE-2017-15024-patch-52a93b95ec07-objdump
binutils,CVE-2017-15024,52a93b95ec07,lookup_symbol_in_variable_table,17,CVE-2017-15024-patch-52a93b95ec07-objdump
binutils,CVE-2018-20671,11fa9f134fd6,load_specific_debug_section,41,CVE-2018-20671-patch-11fa9f134fd6-objdump
binutils,CVE-2017-17122,d785b7d4b877,dump_relocs_in_section,39,CVE-2017-17122-patch-d785b7d4b877-objdump
binutils,CVE-2023-25586,5830876a0cca,bfd_init_section_decompress_status,36,CVE-2023-25586-patch-5830876a0cca-objdump
binutils,CVE-2018-17360,cf93e9c2cf8f,pe_print_edata,135,CVE-2018-17360-patch-cf93e9c2cf8f-objdump
binutils,CVE-2017-14932,e338894dc2e6,decode_line_info,222,CVE-2017-14932-patch-e338894dc2e6-objdump
binutils,CVE-2018-7643,d11ae95ea340,read_uleb128,8,CVE-2018-7643-patch-d11ae95ea340-objdump
binutils,CVE-2018-7643,d11ae95ea340,display_debug_ranges,169,CVE-2018-7643-patch-d11ae95ea340-objdump
binutils,CVE-2018-7643,d11ae95ea340,display_debug_ranges_list,51,CVE-2018-7643-patch-d11ae95ea340-objdump
binutils,CVE-2022-38533,45d92439aebd,rewrite_elf_program_header,268,CVE-2022-38533-patch-45d92439aebd-objdump
binutils,CVE-2022-38533,45d92439aebd,_bfd_elf_symbol_from_bfd_symbol,18,CVE-2022-38533-patch-45d92439aebd-objdump
binutils,CVE-2018-7208,eb77f6a46217,coff_pointerize_aux,24,CVE-2018-7208-patch-eb77f6a46217-objdump
binutils,CVE-2020-19724,805f38bc551d,display_rel_file,72,CVE-2020-19724-patch-805f38bc551d-nm
binutils,CVE-2018-10372,6aea08d9f3e3,process_cu_tu_index,374,CVE-2018-10372-patch-6aea08d9f3e3-objdump
binutils,CVE-2017-14129,e4f272300385,read_section,44,CVE-2017-14129-patch-e4f272300385-objdump
binutils,CVE-2017-9043,ddef72cdc10d,print_gnu_build_attribute_name,114,CVE-2017-9043-patch-ddef72cdc10d-readelf
binutils,CVE-2021-20294,372dd157272e,print_dynamic_symbol,60,CVE-2021-20294-patch-372dd157272e-readelf
binutils,CVE-2017-14745,94670f6cf11f,_bfd_x86_elf_get_synthetic_symtab,83,CVE-2017-14745-patch-94670f6cf11f-objdump
binutils,CVE-2018-18607,102def4da826,elf_link_input_bfd,349,CVE-2018-18607-patch-102def4da826-objdump
binutils,CVE-2017-7209,f055032e4e92,dump_section_as_bytes,75,CVE-2017-7209-patch-f055032e4e92-readelf
binutils,CVE-2018-18605,ab419ddbb2cd,_bfd_add_merge_section,52,CVE-2018-18605-patch-ab419ddbb2cd-objdump
binutils,CVE-2017-14729,56933f9e3e90,elf_x86_64_get_synthetic_symtab,79,CVE-2017-14729-patch-61e3bf5f83f7-objdump
binutils,CVE-2017-14729,56933f9e3e90,elf_i386_get_synthetic_symtab,84,CVE-2017-14729-patch-61e3bf5f83f7-objdump
binutils,CVE-2018-6759,64e234d417d5,bfd_get_alt_debug_link_info,27,CVE-2018-6759-patch-64e234d417d5-objdump
binutils,CVE-2018-6759,64e234d417d5,bfd_get_debug_link_info_1,24,CVE-2018-6759-patch-64e234d417d5-objdump
binutils,CVE-2017-7299,d7f399a8de4c,bfd_elf_final_link,541,CVE-2017-7299-patch-d7f399a8de4c-objdump
binutils,CVE-2023-1579,11d171f1910b,read_indexed_address,23,CVE-2023-1579-patch-11d171f1910b-objdump
binutils,CVE-2018-20651,54025d5812ff,elf_link_add_object_symbols,767,CVE-2018-20651-patch-54025d5812ff-objdump
binutils,CVE-2017-14938,bd61e135492e,_bfd_elf_slurp_version_tables,154,CVE-2017-14938-patch-bd61e135492e-objdump
binutils,CVE-2017-15020,1da5c9a485f3,parse_line_table,26,CVE-2017-15020-patch-1da5c9a485f3-objdump
binutils,CVE-2017-15020,1da5c9a485f3,parse_die,49,CVE-2017-15020-patch-1da5c9a485f3-objdump
binutils,CVE-2014-8485,493a33860c71,setup_group,82,CVE-2014-8485-patch-493a33860c71-objdump
binutils,CVE-2017-14130,2a143b99fc4a,_bfd_elf_parse_attributes,76,CVE-2017-14130-patch-2a143b99fc4a-objdump
binutils,CVE-2017-14529,4d465c689a8f,pe_print_idata,112,CVE-2017-14529-patch-4d465c689a8f-objdump
binutils,CVE-2017-16829,cf54ebff3b73,_bfd_elf_parse_gnu_properties,54,CVE-2017-16829-patch-cf54ebff3b73-objdump
binutils,CVE-2017-17124,b0029dce6867,_bfd_coff_read_string_table,35,CVE-2017-17124-patch-b0029dce6867-objdump
binutils,CVE-2017-8395,e63d123268f2,bfd_init_section_compress_status,16,CVE-2017-8395-patch-e63d123268f2-objdump
binutils,CVE-2017-8398,d949ff5607b9,process_extended_line_op,135,CVE-2017-8398-patch-d949ff5607b9-objdump
binutils,CVE-2017-8398,d949ff5607b9,fetch_indexed_string,39,CVE-2017-8398-patch-d949ff5607b9-objdump
binutils,CVE-2018-6543,f2023ce7e8d7,load_specific_debug_section,35,CVE-2018-6543-patch-f2023ce7e8d7-objdump
binutils,CVE-2018-6872,ef135d4314fd,elf_parse_notes,50,CVE-2018-6872-patch-ef135d4314fd-objdump
binutils,CVE-2018-7568,eef104664efb,parse_die,53,CVE-2018-7568-patch-eef104664efb-objdump
binutils,CVE-2020-16599,8d55d10ac0d1,_bfd_elf_get_symbol_version_string,29,CVE-2020-16599-patch-8d55d10ac0d1-objdump
binutils,CVE-2017-15025,d8010d3e75ec,decode_line_info,220,CVE-2017-15025-patch-d8010d3e75ec-objdump
binutils,CVE-2017-14930,a26a013f22a1,decode_line_info,221,CVE-2017-14930-patch-a26a013f22a1-objdump
binutils,CVE-2020-16593,aec72fda3b32,scan_unit_for_symbols,166,CVE-2020-16593-patch-aec72fda3b32-objdump
binutils,CVE-2017-13757,90efb6422939,elf_x86_64_get_synthetic_symtab,148,CVE-2017-13757-patch-90efb6422939-objdump
binutils,CVE-2017-13757,90efb6422939,elf_i386_get_synthetic_symtab,159,CVE-2017-13757-patch-90efb6422939-objdump
binutils,CVE-2022-48064,8f2c64de86bc,find_debug_info,34,CVE-2022-48064-patch-8f2c64de86bc-objdump
binutils,CVE-2017-6969,b32e566ba6ee,process_syminfo,52,CVE-2017-6969-patch-b32e566ba6ee-readelf
binutils,CVE-2017-6969,b32e566ba6ee,target_specific_reloc_handling,126,CVE-2017-6969-patch-b32e566ba6ee-readelf
binutils,CVE-2017-8396,a941291cab71,_bfd_final_link_relocate,10,CVE-2017-8396-patch-a941291cab71-objdump
binutils,CVE-2017-8396,a941291cab71,bfd_check_overflow,18,CVE-2017-8396-patch-a941291cab71-objdump
binutils,CVE-2017-8396,a941291cab71,bfd_perform_relocation,66,CVE-2017-8396-patch-a941291cab71-objdump
binutils,CVE-2017-8396,a941291cab71,bfd_install_relocation,55,CVE-2017-8396-patch-a941291cab71-objdump
binutils,CVE-2018-18606,45a0eaf77022,_bfd_add_merge_section,54,CVE-2018-18606-patch-45a0eaf77022-objdump
binutils,CVE-2017-15021,52b36c51e5bf,bfd_get_debug_link_info_1,20,CVE-2017-15021-patch-52b36c51e5bf-objdump
binutils,CVE-2018-7570,01f7e10cf2dc,assign_file_positions_for_non_load_sections,141,CVE-2018-7570-patch-01f7e10cf2dc-objdump
binutils,CVE-2017-14939,515f23e63c00,decode_line_info,218,CVE-2017-14939-patch-515f23e63c00-objdump
binutils,CVE-2018-7569,12c963421d04,read_8_bytes,4,CVE-2018-7569-patch-12c963421d04-objdump
binutils,CVE-2018-7569,12c963421d04,read_attribute_value,104,CVE-2018-7569-patch-12c963421d04-objdump
binutils,CVE-2017-14934,19485196044b,process_debug_info,416,CVE-2017-14934-patch-19485196044b-objdump
binutils,CVE-2017-16830,6ab2c4ed51f9,print_gnu_property_note,100,CVE-2017-16830-patch-6ab2c4ed51f9-readelf
binutils,CVE-2020-16591,001890e1f926,get_num_dynamic_syms,141,CVE-2020-16591-patch-001890e1f926-readelf
binutils,CVE-2017-7303,a55c9876bb11,find_link,16,CVE-2017-7303-patch-a55c9876bb11-objdump
binutils,CVE-2020-35448,8642dafaef21,_bfd_elf_slurp_secondary_reloc_section,63,CVE-2020-35448-patch-8642dafaef21-objdump
binutils,CVE-2017-14974,e70c19e3a4c2,elf_x86_64_get_synthetic_symtab,153,CVE-2017-14974-patch-e70c19e3a4c2-objdump
binutils,CVE-2017-14974,e70c19e3a4c2,elf_i386_get_synthetic_symtab,164,CVE-2017-14974-patch-e70c19e3a4c2-objdump
binutils,CVE-2017-15939,a54018b72d75,read_formatted_entries,56,CVE-2017-15939-patch-a54018b72d75-objdump
binutils,CVE-2017-15939,a54018b72d75,concat_filename,36,CVE-2017-15939-patch-a54018b72d75-objdump
binutils,CVE-2017-15939,a54018b72d75,decode_line_info,220,CVE-2017-15939-patch-a54018b72d75-objdump
binutils,CVE-2017-16828,bf59c5d5f4f5,display_debug_frames,856,CVE-2017-16828-patch-bf59c5d5f4f5-objdump
binutils,CVE-2017-16828,bf59c5d5f4f5,read_cie,123,CVE-2017-16828-patch-bf59c5d5f4f5-objdump
binutils,CVE-2017-16828,bf59c5d5f4f5,frame_display_row,47,CVE-2017-16828-patch-bf59c5d5f4f5-objdump
