project,cve_id,commit,function,basic_blocks,binary_file
libxml2,CVE-2022-29824,2554a2408e09,xmlBufAdd,34,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufferCreateSize__internal_alias,17,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufferCreateStatic__internal_alias,10,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufferResize__internal_alias,48,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufCreateSize,19,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufGrowInternal,0,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufResize,68,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufCCat,1,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufferGrow__internal_alias,20,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2022-29824,2554a2408e09,xmlBufferCCat__internal_alias,5,CVE-2022-29824-patch-2554a24-libxml2
libxml2,CVE-2015-7500,f1063fdbe7fa,xmlParseStartTag2,320,CVE-2015-7500-patch-f1063fd-libxml2
libxml2,CVE-2013-0338,23f05e0c3398,xmlStringLenDecodeEntities__internal_alias,142,CVE-2013-0338-patch-23f05e0-libxml2
libxml2,CVE-2013-0338,23f05e0c3398,xmlCtxtReset__internal_alias,49,CVE-2013-0338-patch-23f05e0-libxml2
libxml2,CVE-2013-0338,23f05e0c3398,xmlParserEntityCheck,29,CVE-2013-0338-patch-23f05e0-libxml2
libxml2,CVE-2013-0338,23f05e0c3398,xmlInitParserCtxt__internal_alias,62,CVE-2013-0338-patch-23f05e0-libxml2
libxml2,CVE-2013-0338,23f05e0c3398,xmlParseReference__internal_alias,205,CVE-2013-0338-patch-23f05e0-libxml2
libxml2,CVE-2015-8317,709a952110e9,xmlParseEncodingDecl__internal_alias,75,CVE-2015-8317-patch-709a952-libxml2
libxml2,CVE-2016-1840,cbb271655cad,xmlFAParseCharRange,53,CVE-2016-1840-patch-cbb2716-libxml2
libxml2,CVE-2016-1836,45752d2c334b,xmlParseNCNameComplex,49,CVE-2016-1836-patch-45752d2-libxml2
libxml2,CVE-2015-5312,69030714cde6,xmlStringLenDecodeEntities__internal_alias,147,CVE-2015-5312-patch-6903071-libxml2
libxml2,CVE-2016-1834,8fbbf5513d60,xmlStrncatNew__internal_alias,23,CVE-2016-1834-patch-8fbbf55-libxml2
libxml2,CVE-2016-1834,8fbbf5513d60,xmlStrncat__internal_alias,18,CVE-2016-1834-patch-8fbbf55-libxml2
libxml2,CVE-2012-5134,6a36fbe3b3e0,xmlParseAttValueComplex,216,CVE-2012-5134-patch-6a36fbe-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlAddRef__internal_alias,47,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlRemoveID__internal_alias,19,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlAddID__internal_alias,39,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlValidCtxtNormalizeAttributeValue__internal_alias,49,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlValidNormalizeAttributeValue__internal_alias,33,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlIsStreaming,7,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2022-23308,652dd12a8589,xmlValidNormalizeString,16,CVE-2022-23308-patch-652dd12-libxml2
libxml2,CVE-2023-28484,e4f85f1bd2eb,xmlSchemaFixupComplexType,127,CVE-2023-28484-patch-e4f85f1-libxml2
libxml2,CVE-2022-40304,1b41ec4e9433,xmlFreeEntity,26,CVE-2022-40304-patch-1b41ec4-libxml2
libxml2,CVE-2022-40304,1b41ec4e9433,xmlCreateEntity,24,CVE-2022-40304-patch-1b41ec4-libxml2
libxml2,CVE-2013-0339,4629ee02ac64,xmlParseReference__internal_alias,197,CVE-2013-0339-patch-4629ee0-libxml2
libxml2,CVE-2016-1833,0bcd05c5cd83,xmlNextChar__internal_alias,79,CVE-2016-1833-patch-0bcd05c-libxml2
libxml2,CVE-2015-7499,28cd9cb747a9,xmlHaltParser,8,CVE-2015-7499-patch-28cd9cb-libxml2
libxml2,CVE-2015-7499,28cd9cb747a9,xmlStopParser__internal_alias,5,CVE-2015-7499-patch-28cd9cb-libxml2
libxml2,CVE-2018-14404,a436374994c4,xmlXPathCompOpEval,456,CVE-2018-14404-patch-a436374-libxml2
libxml2,CVE-2016-1838,db07dd613e46,xmlParseEndTag2,60,CVE-2016-1838-patch-db07dd6-libxml2
libxml2,CVE-2015-7497,6360a31a84ef,xmlDictComputeFastQKey,35,CVE-2015-7497-patch-6360a31-libxml2
libxml2,CVE-2015-7941,9b8512337d14,xmlParseConditionalSections,169,CVE-2015-7941-patch-9b85123-libxml2
libxml2,CVE-2016-4483,c97750d11bb8,xmlBufAttrSerializeTxtContent,98,CVE-2016-4483-patch-c97750d-libxml2
libxml2,CVE-2016-4449,b1d34de46a11,xmlStringLenDecodeEntities__internal_alias,152,CVE-2016-4449-patch-b1d34de-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewCollapsedRange__internal_alias,5,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangeNodeObject__internal_alias,18,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangeNodes__internal_alias,8,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangePoints,12,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangePointNode__internal_alias,10,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangeNodePoint__internal_alias,12,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRange__internal_alias,12,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2016-4658,c1d1f7121194,xmlXPtrNewRangeInternal,13,CVE-2016-4658-patch-c1d1f71-libxml2
libxml2,CVE-2019-19956,5a02583c7e68,xmlParseBalancedChunkMemoryRecover__internal_alias,75,CVE-2019-19956-patch-5a02583-libxml2
curl,CVE-2018-16839,f3a24d7916b9,Curl_auth_create_plain_message,15,CVE-2018-16839-patch-f3a24d7916b9-curl
curl,CVE-2016-9594,f81b2277a8e7,randit,24,CVE-2016-9594-patch-f81b2277a8e7-curl
curl,CVE-2016-8623,c5be3d7267c7,Curl_cookie_clearall,4,CVE-2016-8623-patch-c5be3d7267c7-curl
curl,CVE-2016-8623,c5be3d7267c7,Curl_cookie_getlist,45,CVE-2016-8623-patch-c5be3d7267c7-curl
curl,CVE-2016-8623,c5be3d7267c7,Curl_cookie_cleanup,5,CVE-2016-8623-patch-c5be3d7267c7-curl
curl,CVE-2016-8623,c5be3d7267c7,Curl_http,587,CVE-2016-8623-patch-c5be3d7267c7-curl
curl,CVE-2016-8623,c5be3d7267c7,dup_cookie,31,CVE-2016-8623-patch-c5be3d7267c7-curl
curl,CVE-2017-1000101,453e7a7a03a2,glob_range,84,CVE-2017-1000101-patch-453e7a7a03a2-curl
curl,CVE-2022-42916,53bcf55b4538,parseurlandfillconn,164,CVE-2022-42916-patch-53bcf55b4538-curl
curl,CVE-2022-42916,53bcf55b4538,create_conn,163,CVE-2022-42916-patch-53bcf55b4538-curl
curl,CVE-2017-2629,ca6ea6d9be51,allocate_conn,45,CVE-2017-2629-patch-ca6ea6d9be51-curl
curl,CVE-2018-1000301,8c7b3737d29e,Curl_http_readwrite_headers,353,CVE-2018-1000301-patch-8c7b3737d29e-curl
curl,CVE-2017-8817,0b664ba96843,setcharset,92,CVE-2017-8817-patch-0b664ba96843-curl
curl,CVE-2013-0249,f206d6c055d1,Curl_sasl_create_digest_md5_message,108,CVE-2013-0249-patch-f206d6c055d1-curl
curl,CVE-2016-8624,3bb273db7e40,parseurlandfillconn,147,CVE-2016-8624-patch-3bb273db7e40-curl
curl,CVE-2016-8618,8732ec40db65,alloc_addbyter,14,CVE-2016-8618-patch-8732ec40db65-curl
curl,CVE-2018-1000007,af32cd385933,Curl_vsetopt,1418,CVE-2018-1000007-patch-af32cd385933-curl
curl,CVE-2018-1000007,af32cd385933,Curl_add_custom_headers,77,CVE-2018-1000007-patch-af32cd385933-curl
curl,CVE-2018-1000007,af32cd385933,Curl_http_output_auth,29,CVE-2018-1000007-patch-af32cd385933-curl
curl,CVE-2017-7407,8e65877870c1,ourWriteOut,209,CVE-2017-7407-patch-8e65877870c1-curl
curl,CVE-2020-8284,ec9cc725d598,config_init,2,CVE-2020-8284-patch-ec9cc725d598-curl
curl,CVE-2020-8284,ec9cc725d598,Curl_init_userdefined,14,CVE-2020-8284-patch-ec9cc725d598-curl
curl,CVE-2019-5482,facb0e466241,tftp_connect,32,CVE-2019-5482-patch-facb0e466241-curl
curl,CVE-2016-8621,96a80b5a262f,parsedate,113,CVE-2016-8621-patch-96a80b5a262f-curl
curl,CVE-2023-46219,73b65e94f353,Curl_fopen,43,CVE-2023-46219-patch-73b65e94f353-curl
curl,CVE-2021-22898,39ce47f219b0,suboption,44,CVE-2021-22898-patch-39ce47f219b0-curl
curl,CVE-2020-8169,600a8cded447,override_login,55,CVE-2020-8169-patch-600a8cded447-curl
curl,CVE-2022-42915,55e1875729f9,Curl_connect_done,6,CVE-2022-42915-patch-55e1875729f9-curl
curl,CVE-2022-42915,55e1875729f9,conn_shutdown,17,CVE-2022-42915-patch-55e1875729f9-curl
curl,CVE-2018-1000120,535432c0adb6,ftp_done,111,CVE-2018-1000120-patch-535432c0adb6-curl
curl,CVE-2018-1000120,535432c0adb6,ftp_parse_url_path,98,CVE-2018-1000120-patch-535432c0adb6-curl
curl,CVE-2018-1000120,535432c0adb6,ftp_state_list,37,CVE-2018-1000120-patch-535432c0adb6-curl
curl,CVE-2018-1000122,d52dc4760f6d,readwrite_data,185,CVE-2018-1000122-patch-d52dc4760f6d-curl
curl,CVE-2014-0015,8ae35102c43d,ConnectionExists,131,CVE-2014-0015-patch-8ae35102c43d-curl
curl,CVE-2017-8818,9b5e12a5491d,allocate_conn,45,CVE-2017-8818-patch-9b5e12a5491d-curl
curl,CVE-2018-0500,ba1dbd78e5f1,Curl_smtp_escape_eob,36,CVE-2018-0500-patch-ba1dbd78e5f1-curl
curl,CVE-2013-1944,2eb8dcf26cb3,tailmatch,13,CVE-2013-1944-patch-2eb8dcf26cb3-curl
curl,CVE-2016-9586,3ab3c16db6a5,dprintf_formatf,288,CVE-2016-9586-patch-3ab3c16db6a5-curl
curl,CVE-2016-8617,efd24d57426b,base64_encode,34,CVE-2016-8617-patch-efd24d57426b-curl
curl,CVE-2019-5435,5fc28510a466,seturl,175,CVE-2019-5435-patch-5fc28510a466-curl
curl,CVE-2019-5435,5fc28510a466,Curl_setstropt,13,CVE-2019-5435-patch-5fc28510a466-curl
curl,CVE-2019-5435,5fc28510a466,curl_url_set,168,CVE-2019-5435-patch-5fc28510a466-curl
curl,CVE-2018-16840,81d135d67155,Curl_close,38,CVE-2018-16840-patch-81d135d67155-curl
curl,CVE-2023-46218,2b0994c29a72,Curl_cookie_add,419,CVE-2023-46218-patch-2b0994c29a72-curl
curl,CVE-2018-1000300,583b42cb3b80,Curl_pp_readresp,64,CVE-2018-1000300-patch-583b42cb3b80-curl
curl,CVE-2020-8177,8236aba58542,tool_header_cb,85,CVE-2020-8177-patch-8236aba58542-curl
curl,CVE-2020-8177,8236aba58542,getparameter,1426,CVE-2020-8177-patch-8236aba58542-curl
curl,CVE-2017-8816,7f2a1df6f5fc,Curl_ntlm_core_mk_ntlmv2_hash,14,CVE-2017-8816-patch-7f2a1df6f5fc-curl
curl,CVE-2017-9502,5d7952f52e41,parseurlandfillconn,218,CVE-2017-9502-patch-5d7952f52e41-curl
curl,CVE-2016-8625,9c91ec778104,curl_version,19,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,create_conn,221,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,curl_version_info,9,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,fix_hostname,16,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,global_init,20,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,Curl_idn_strerror,0,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,idna_init,0,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2016-8625,9c91ec778104,tld_check_name,0,CVE-2016-8625-patch-9c91ec778104-curl
curl,CVE-2018-16842,d530e92f59ae,voutf,25,CVE-2018-16842-patch-d530e92f59ae-curl
freetype,CVE-2010-2806,c06da1ad3466,t42_parse_sfnts,70,CVE-2010-2806-patch-c06da1ad3466-freetype
freetype,CVE-2014-9670,ef1eba75187a,pcf_get_encodings,59,CVE-2014-9670-patch-ef1eba75187a-freetype
freetype,CVE-2014-9669,602040b1112c,tt_cmap8_validate,36,CVE-2014-9669-patch-602040b1112c-freetype
freetype,CVE-2014-9669,602040b1112c,tt_cmap10_validate,13,CVE-2014-9669-patch-602040b1112c-freetype
freetype,CVE-2014-9669,602040b1112c,tt_cmap12_validate,19,CVE-2014-9669-patch-602040b1112c-freetype
freetype,CVE-2014-9669,602040b1112c,tt_cmap13_validate,18,CVE-2014-9669-patch-602040b1112c-freetype
freetype,CVE-2014-9669,602040b1112c,tt_cmap14_validate,38,CVE-2014-9669-patch-602040b1112c-freetype
freetype,CVE-2016-10328,beecf80a6dee,cff_parser_run,83,CVE-2016-10328-patch-beecf80a6dee-freetype
freetype,CVE-2014-9745,df14e6c0b959,parse_encoding,94,CVE-2014-9745-patch-df14e6c0b959-freetype
freetype,CVE-2010-2519,5ef20c8c1d4d,Mac_Read_POST_Resource,56,CVE-2010-2519-patch-5ef20c8c1d4d-freetype
freetype,CVE-2010-2500,6305b869d86f,ft_smooth_render_generic,50,CVE-2010-2500-patch-6305b869d86f-freetype
freetype,CVE-2010-2500,6305b869d86f,gray_render_span,19,CVE-2010-2500-patch-6305b869d86f-freetype
freetype,CVE-2015-9381,7962a15d64c8,T1_Get_Private_Dict,98,CVE-2015-9381-patch-7962a15d64c8-freetype
freetype,CVE-2014-2241,135c3faebb96,cf2_initLocalRegionBuffer,5,CVE-2014-2241-patch-135c3faebb96-freetype
freetype,CVE-2014-2241,135c3faebb96,cf2_initGlobalRegionBuffer,5,CVE-2014-2241-patch-135c3faebb96-freetype
freetype,CVE-2010-3814,0edf0986f3be,Ins_SHZ,27,CVE-2010-3814-patch-0edf0986f3be-freetype
freetype,CVE-2014-9661,3788187e0c39,T42_Face_Init,65,CVE-2014-9661-patch-3788187e0c39-freetype
freetype,CVE-2010-2520,888cd1843e93,Ins_IUP,30,CVE-2010-2520-patch-888cd1843e93-freetype
freetype,CVE-2014-9657,eca0f0670680,tt_face_load_hdmx,30,CVE-2014-9657-patch-eca0f0670680-freetype
freetype,CVE-2012-5668,9b6b5754b57c,_bdf_parse_start,118,CVE-2012-5668-patch-9b6b5754b57c-freetype
freetype,CVE-2014-9746,8b281f83e851,cid_parse_font_matrix,23,CVE-2014-9746-patch-8b281f83e851-freetype
freetype,CVE-2014-9746,8b281f83e851,t1_parse_font_matrix,20,CVE-2014-9746-patch-8b281f83e851-freetype
freetype,CVE-2014-9746,8b281f83e851,t42_parse_encoding,78,CVE-2014-9746-patch-8b281f83e851-freetype
freetype,CVE-2014-9746,8b281f83e851,t42_parse_font_matrix,20,CVE-2014-9746-patch-8b281f83e851-freetype
freetype,CVE-2017-8105,f958c48ee431,t1_decoder_parse_charstrings,329,CVE-2017-8105-patch-f958c48ee431-freetype
freetype,CVE-2010-2497,7d3d2cc4fef7,cff_decoder_parse_charstrings,482,CVE-2010-2497-patch-7d3d2cc4fef7-freetype
freetype,CVE-2010-2497,7d3d2cc4fef7,gray_render_cubic,39,CVE-2010-2497-patch-7d3d2cc4fef7-freetype
freetype,CVE-2009-0946,0545ec1ca36b,cff_charset_load,87,CVE-2009-0946-patch-0545ec1ca36b-freetype
freetype,CVE-2014-9666,257c270bd25e,tt_sbit_decoder_init,19,CVE-2014-9666-patch-257c270bd25e-freetype
freetype,CVE-2012-5669,07bdb6e289c7,_bdf_parse_glyphs,176,CVE-2012-5669-patch-07bdb6e289c7-freetype
freetype,CVE-2017-7864,e6699596af5c,tt_size_reset,24,CVE-2017-7864-patch-e6699596af5c-freetype
freetype,CVE-2014-9673,35252ae9aa1d,Mac_Read_POST_Resource,77,CVE-2014-9673-patch-35252ae9aa1d-freetype
freetype,CVE-2017-7857,7bbb91fbf47f,sfnt_init_face,93,CVE-2017-7857-patch-7bbb91fbf47f-freetype
freetype,CVE-2015-9383,57cbb8c14899,tt_cmap14_validate,42,CVE-2015-9383-patch-57cbb8c14899-freetype
freetype,CVE-2014-9656,f0292bb9920a,tt_sbit_decoder_load_image,66,CVE-2014-9656-patch-f0292bb9920a-freetype
freetype,CVE-2015-9290,e3058617f384,T1_Get_Private_Dict,95,CVE-2015-9290-patch-e3058617f384-freetype
freetype,CVE-2010-2499,c69891a13456,Mac_Read_POST_Resource,45,CVE-2010-2499-patch-c69891a13456-freetype
freetype,CVE-2017-7858,779309744222,sfnt_init_face,91,CVE-2017-7858-patch-779309744222-freetype
freetype,CVE-2014-9674,240c94a185cd,Mac_Read_POST_Resource,71,CVE-2014-9674-patch-240c94a185cd-freetype
freetype,CVE-2015-9382,db5a4a9ae7b0,ps_parser_skip_PS_token,53,CVE-2015-9382-patch-db5a4a9ae7b0-freetype
freetype,CVE-2010-2805,45a3c76b5475,FT_Stream_EnterFrame,18,CVE-2010-2805-patch-45a3c76b5475-freetype
freetype,CVE-2014-9668,f46add138953,woff_open_font,107,CVE-2014-9668-patch-f46add138953-freetype
freetype,CVE-2010-2808,81f3472c0ba7,Mac_Read_POST_Resource,62,CVE-2010-2808-patch-81f3472c0ba7-freetype
freetype,CVE-2010-2498,8d22746c9e5a,psh_glyph_find_strong_points,24,CVE-2010-2498-patch-8d22746c9e5a-freetype
freetype,CVE-2014-9660,af8346172a7b,_bdf_parse_glyphs,260,CVE-2014-9660-patch-af8346172a7b-freetype
freetype,CVE-2014-9658,f70d9342e65c,tt_face_load_kern,39,CVE-2014-9658-patch-f70d9342e65c-freetype
freetype,CVE-2014-9665,54abd22891bd,Load_SBit_Png,79,CVE-2014-9665-patch-54abd22891bd-freetype
freetype,CVE-2014-9667,677ddf4f1dc1,check_table_dir,39,CVE-2014-9667-patch-677ddf4f1dc1-freetype
freetype,CVE-2014-9667,677ddf4f1dc1,tt_face_load_font_dir,34,CVE-2014-9667-patch-677ddf4f1dc1-freetype
freetype,CVE-2014-9664,73be9f9ab678,t42_parse_charstrings,104,CVE-2014-9664-patch-73be9f9ab678-freetype
freetype,CVE-2014-9664,73be9f9ab678,parse_charstrings,137,CVE-2014-9664-patch-73be9f9ab678-freetype
freetype,CVE-2014-9671,0e2f5d518c60,pcf_read_TOC,44,CVE-2014-9671-patch-0e2f5d518c60-freetype
freetype,CVE-2017-8287,3774fc08b502,t1_builder_close_contour,18,CVE-2017-8287-patch-3774fc08b502-freetype
freetype,CVE-2014-9662,5f201ab5c24c,cf2_builder_cubeTo,16,CVE-2014-9662-patch-5f201ab5c24c-freetype
freetype,CVE-2014-9662,5f201ab5c24c,cf2_builder_lineTo,12,CVE-2014-9662-patch-5f201ab5c24c-freetype
freetype,CVE-2014-9659,2cdc4562f873,cf2_hintmap_build,75,CVE-2014-9659-patch-2cdc4562f873-freetype
freetype,CVE-2010-3855,59eb9f8cfe7d,ft_var_readpackedpoints,35,CVE-2010-3855-patch-59eb9f8cfe7d-freetype
freetype,CVE-2012-5670,7f2e4f4f553f,_bdf_parse_glyphs,178,CVE-2012-5670-patch-7f2e4f4f553f-freetype
freetype,CVE-2014-9663,9bd20b7304aa,tt_cmap4_validate,66,CVE-2014-9663-patch-9bd20b7304aa-freetype
openjpeg,CVE-2016-4797,8f9cc62b3f9a,opj_tcd_init_tile,169,CVE-2016-4797-patch-8f9cc62b3f9a-openjpeg
openjpeg,CVE-2015-8871,940100c28ae2,opj_j2k_write_mco,25,CVE-2015-8871-patch-940100c28ae2-openjpeg
openjpeg,CVE-2016-10504,397f62c0a838,opj_tcd_code_block_enc_allocate_data,9,CVE-2016-10504-patch-397f62c0a838-openjpeg
openjpeg,CVE-2017-14164,dcac91b8c72f,opj_j2k_write_sot,16,CVE-2017-14164-patch-dcac91b8c72f-openjpeg
openjpeg,CVE-2017-14164,dcac91b8c72f,opj_j2k_write_first_tile_part,19,CVE-2017-14164-patch-dcac91b8c72f-openjpeg
openjpeg,CVE-2017-14164,dcac91b8c72f,opj_j2k_write_tlm,23,CVE-2017-14164-patch-dcac91b8c72f-openjpeg
openjpeg,CVE-2017-14164,dcac91b8c72f,opj_j2k_write_all_tile_parts,35,CVE-2017-14164-patch-dcac91b8c72f-openjpeg
openjpeg,CVE-2018-20847,5d00b719f4b9,opj_get_all_encoding_parameters,41,CVE-2018-20847-patch-5d00b719f4b9-openjpeg
openjpeg,CVE-2018-20847,5d00b719f4b9,opj_tcd_init_tile,161,CVE-2018-20847-patch-5d00b719f4b9-openjpeg
openjpeg,CVE-2017-14152,4241ae6fbbf1,opj_j2k_set_cinema_parameters,45,CVE-2017-14152-patch-4241ae6fbbf1-openjpeg
openjpeg,CVE-2017-14039,c535531f0336,opj_j2k_write_sot,16,CVE-2017-14039-patch-c535531f0336-openjpeg
openjpeg,CVE-2017-14039,c535531f0336,opj_j2k_write_sod,19,CVE-2017-14039-patch-c535531f0336-openjpeg
openjpeg,CVE-2017-14039,c535531f0336,opj_t2_encode_packet,127,CVE-2017-14039-patch-c535531f0336-openjpeg
openjpeg,CVE-2017-14151,afb308b9ccbe,opj_tcd_code_block_enc_allocate_data,9,CVE-2017-14151-patch-afb308b9ccbe-openjpeg
openjpeg,CVE-2016-7163,c16bc057ba3f,opj_pi_create_decode,55,CVE-2016-7163-patch-c16bc057ba3f-openjpeg
openjpeg,CVE-2016-10506,d27ccf01c68a,opj_pi_next_pcrl,69,CVE-2016-10506-patch-d27ccf01c68a-openjpeg
openjpeg,CVE-2016-10506,d27ccf01c68a,opj_pi_next_cprl,66,CVE-2016-10506-patch-d27ccf01c68a-openjpeg
openjpeg,CVE-2016-10506,d27ccf01c68a,opj_pi_next_rpcl,70,CVE-2016-10506-patch-d27ccf01c68a-openjpeg
binutils,CVE-2017-12799,30326b094b8f,elf_read_notes,18,CVE-2017-12799-patch-30326b094b8f-objdump
binutils,CVE-2017-14933,33e0a9a056bd,read_formatted_entries,61,CVE-2017-14933-patch-30d0157a2ad6-objdump
binutils,CVE-2018-10373,6327533b1fd2,concat_filename,37,CVE-2018-10373-patch-6327533b1fd2-objdump
binutils,CVE-2022-48063,75393a2d54bc,load_specific_debug_section,46,CVE-2022-48063-patch-75393a2d54bc-objdump
binutils,CVE-2022-48065,d28fbc7197ba,scan_unit_for_symbols,236,CVE-2022-48065-patch-d28fbc7197ba-objdump
binutils,CVE-2022-48065,d28fbc7197ba,find_abstract_instance,129,CVE-2022-48065-patch-d28fbc7197ba-objdump
binutils,CVE-2018-1000876,3a551c7a1b80,_bfd_elf_canonicalize_dynamic_symtab,4,CVE-2018-1000876-patch-3a551c7a1b80-objdump
binutils,CVE-2018-1000876,3a551c7a1b80,swap_out_syms,161,CVE-2018-1000876-patch-3a551c7a1b80-objdump
binutils,CVE-2018-1000876,3a551c7a1b80,_bfd_elf_get_dynamic_symtab_upper_bound,10,CVE-2018-1000876-patch-3a551c7a1b80-objdump
binutils,CVE-2018-1000876,3a551c7a1b80,_bfd_elf_get_dynamic_reloc_upper_bound,14,CVE-2018-1000876-patch-3a551c7a1b80-objdump
binutils,CVE-2018-1000876,3a551c7a1b80,_bfd_elf_get_symtab_upper_bound,7,CVE-2018-1000876-patch-3a551c7a1b80-objdump
binutils,CVE-2020-16590,c98a4545dc7b,get_num_dynamic_syms,138,CVE-2020-16590-patch-c98a4545dc7b-readelf
binutils,CVE-2017-8421,39ff1b79f687,dump_relocs_in_section,37,CVE-2017-8421-patch-39ff1b79f687-objdump
binutils,CVE-2017-9039,82156ab704b0,get_program_headers,24,CVE-2017-9039-patch-82156ab704b0-readelf
binutils,CVE-2017-9039,82156ab704b0,process_mips_specific,486,CVE-2017-9039-patch-82156ab704b0-readelf
binutils,CVE-2017-14933,33e0a9a056bd,read_formatted_entries,53,CVE-2017-14933-patch-33e0a9a056bd-objdump
binutils,CVE-2017-17126,f425ec6600b6,load_debug_section,14,CVE-2017-17126-patch-f425ec6600b6-objdump
binutils,CVE-2017-15022,11855d8a1f11,scan_unit_for_symbols,145,CVE-2017-15022-patch-11855d8a1f11-objdump
binutils,CVE-2017-15022,11855d8a1f11,parse_comp_unit,102,CVE-2017-15022-patch-11855d8a1f11-objdump
binutils,CVE-2017-9954,04e15b4a9462,pass_over,28,CVE-2017-9954-patch-04e15b4a9462-objdump
binutils,CVE-2017-9954,04e15b4a9462,getvalue,13,CVE-2017-9954-patch-04e15b4a9462-objdump
binutils,CVE-2017-6966,f84ce13b6708,process_syminfo,52,CVE-2017-6966-patch-f84ce13b6708-readelf
binutils,CVE-2017-6966,f84ce13b6708,apply_relocations,113,CVE-2017-6966-patch-f84ce13b6708-readelf
binutils,CVE-2017-6966,f84ce13b6708,target_specific_reloc_handling,122,CVE-2017-6966-patch-f84ce13b6708-readelf
binutils,CVE-2018-20002,c2f5dc30afa3,_bfd_generic_read_minisymbols,29,CVE-2018-20002-patch-c2f5dc30afa3-nm
binutils,CVE-2018-20002,c2f5dc30afa3,display_rel_file,58,CVE-2018-20002-patch-c2f5dc30afa3-nm
binutils,CVE-2018-8945,95a6d2356616,_bfd_elf_parse_attributes,82,CVE-2018-8945-patch-95a6d2356616-objdump
binutils,CVE-2018-8945,95a6d2356616,bfd_elf_get_str_section,24,CVE-2018-8945-patch-95a6d2356616-objdump
binutils,CVE-2017-8397,04b31182bf3f,bfd_perform_relocation,73,CVE-2017-8397-patch-04b31182bf3f-objdump
binutils,CVE-2017-7304,4f3ca05b487e,copy_special_section_fields,32,CVE-2017-7304-patch-4f3ca05b487e-objdump
binutils,CVE-2017-14940,0d76029f9218,scan_unit_for_symbols,141,CVE-2017-14940-patch-0d76029f9218-objdump
binutils,CVE-2017-15996,d91f0b20e561,get_archive_member_name,52,CVE-2017-15996-patch-d91f0b20e561-objdump
binutils,CVE-2017-15996,d91f0b20e561,process_archive_index_and_symbols,74,CVE-2017-15996-patch-d91f0b20e561-objdump
binutils,CVE-2017-15996,d91f0b20e561,setup_archive,53,CVE-2017-15996-patch-d91f0b20e561-objdump
binutils,CVE-2017-12448,a541116faa57,bfd_generic_archive_p,40,CVE-2017-12448-patch-a541116faa57-objdump
binutils,CVE-2017-6965,03f7786e2f44,process_syminfo,52,CVE-2017-6965-patch-03f7786e2f44-readelf
binutils,CVE-2017-6965,03f7786e2f44,apply_relocations,112,CVE-2017-6965-patch-03f7786e2f44-readelf
