project,cve,funcname,succeed,tp,tn,fp,fn,target,failed_versions,false_positive,false_negative
openjpeg,CVE-2016-10506,opj_pi_next_cprl,6,3,3,0,0,6,,,
openjpeg,CVE-2016-10504,opj_tcd_code_block_enc_allocate_data,5,3,2,0,0,6,2.0,,
openjpeg,CVE-2017-14152,opj_j2k_set_cinema_parameters,4,3,1,0,0,4,,,
openjpeg,CVE-2017-14164,opj_j2k_write_all_tile_parts,6,3,3,0,0,6,,,
