CVE_ID,func_name,status
CVE-2017-13687,chdlc_print,success
CVE-2017-12997,lldp_private_8021_print,fail
CVE-2017-12894,le64addr_string,fail
CVE-2017-12894,linkaddr_string,fail
CVE-2017-12894,lookup_bytestring,fail
CVE-2017-12894,lookup_emem,fail
CVE-2017-13034,pgm_print,fail
CVE-2017-13040,mp_capable_print,fail
CVE-2017-13040,mp_join_print,fail
CVE-2017-13015,eap_print,fail
CVE-2017-13031,frag6_print,success
CVE-2018-16227,ieee802_11_print,fail
CVE-2017-12895,icmp_print,fail
CVE-2018-16230,bgp_attr_print,fail
CVE-2018-16300,bgp_attr_get_as_size,fail
CVE-2018-16300,bgp_attr_print,success
CVE-2018-16300,bgp_update_print,fail
CVE-2017-13020,vtp_print,fail
CVE-2017-13046,bgp_attr_print,fail
CVE-2017-13025,mobility_opt_print,fail
CVE-2017-13008,parse_elements,fail
CVE-2017-13044,dhcpv4_print,fail
CVE-2017-12897,atm_if_print,fail
CVE-2017-12897,chdlc_print,fail
CVE-2017-12897,ethertype_print,fail
CVE-2017-12897,fr_print,fail
CVE-2017-12897,gre_print_0,fail
CVE-2017-12897,handle_ppp,fail
CVE-2017-12897,isoclns_print,fail
CVE-2017-12897,juniper_atm1_print,fail
CVE-2017-12897,juniper_atm2_print,fail
CVE-2017-12897,juniper_mfr_print,fail
CVE-2017-12897,juniper_mlfr_print,fail
CVE-2017-12897,juniper_mlppp_print,fail
CVE-2017-12897,llc_print,fail
CVE-2017-12897,mpls_print,fail
CVE-2017-12897,null_if_print,fail
CVE-2017-13054,lldp_private_8023_print,fail
CVE-2017-13045,vqp_print,fail
CVE-2017-13041,icmp6_nodeinfo_print,fail
CVE-2018-14468,mfr_print,fail
CVE-2017-13050,indent_string,fail
CVE-2017-13050,rpki_rtr_pdu_print,success
CVE-2017-12987,parse_elements,fail
CVE-2017-13036,ospf6_decode_v3,fail
CVE-2017-13688,olsr_print,fail
CVE-2017-13023,mobility_opt_print,fail
CVE-2018-14462,icmp_print,fail
CVE-2017-13019,pgm_print,fail
CVE-2017-12992,ripng_print,success
CVE-2019-15166,lmp_print,fail
CVE-2019-15166,lmp_print_data_link_subobjs,fail
CVE-2017-13029,print_bacp_config_options,fail
CVE-2017-13029,print_ccp_config_options,fail
CVE-2017-13029,print_ipcp_config_options,fail
CVE-2017-13029,print_lcp_config_options,fail
CVE-2018-14882,icmp6_nodeinfo_print,fail
CVE-2018-14882,icmp6_opt_print,fail
CVE-2018-14882,icmp6_print,fail
CVE-2018-14882,icmp6_rrenum_print,fail
CVE-2018-14882,mldv2_query_print,fail
CVE-2018-14882,mldv2_report_print,fail
CVE-2018-14882,rpl_dao_print,fail
CVE-2018-14882,rpl_daoack_print,fail
CVE-2018-14882,rpl_dio_print,fail
CVE-2018-14882,rpl_dio_printopt,fail
CVE-2018-14882,rpl_print,fail
CVE-2017-12896,isakmp_rfc3948_print,success
CVE-2018-14464,lmp_print,fail
CVE-2018-14464,lmp_print_data_link_subobjs,fail
CVE-2017-13032,print_attr_string,fail
CVE-2017-12995,ns_nprint,success
CVE-2017-13043,decode_multicast_vpn,fail
CVE-2017-13689,ikev1_id_print,fail
CVE-2017-13001,nfs_printfh,success
CVE-2017-13049,ubik_print,fail
CVE-2017-13038,handle_mlppp,fail
CVE-2017-12899,decnet_print,fail
CVE-2017-12899,print_decnet_ctlmsg,fail
CVE-2018-16452,smb_fdata,fail
CVE-2017-12999,isis_print,fail
CVE-2017-13030,cisco_autorp_print,success
CVE-2017-13030,pim_print,fail
CVE-2017-13030,pimv1_join_prune_print,fail
CVE-2017-13030,pimv1_print,fail
CVE-2017-13030,pimv2_addr_print,fail
CVE-2017-13030,pimv2_print,fail
CVE-2017-13013,arp_print,fail
CVE-2017-13013,atmarp_addr_print,fail
CVE-2017-13013,atmarp_print,fail
CVE-2017-13013,isnonzero,fail
CVE-2017-12901,eigrp_print,fail
CVE-2017-12893,name_len,fail
CVE-2017-12990,ikev1_n_print,fail
