CVE_ID,func_name,status
CVE-2020-21697,mpeg_mux_write_packet,success
CVE-2020-21697,remove_decoded_packets,fail
CVE-2020-22024,lagfun_frame16,fail
CVE-2020-22026,config_input,fail
CVE-2020-22026,filter_frame,fail
CVE-2020-20446,psy_3gpp_analyze_channel,fail
CVE-2020-20448,encode_q_branch,fail
CVE-2020-20448,uninit,fail
CVE-2020-24020,calculate_operand_dims_count,fail
CVE-2020-24020,dnn_execute_layer_conv2d,success
CVE-2020-24020,dnn_execute_layer_depth2space,fail
CVE-2020-24020,dnn_execute_layer_math_binary,success
CVE-2020-24020,dnn_execute_layer_math_unary,success
CVE-2020-24020,dnn_execute_layer_maximum,success
CVE-2020-24020,dnn_execute_layer_pad,success
CVE-2020-24020,set_input_output_native,fail
CVE-2020-22036,config_props,fail
CVE-2020-22030,activate,fail
CVE-2020-22044,nut_write_trailer,fail
CVE-2020-20453,aac_encode_frame,fail
CVE-2020-22043,mpeg_mux_end,fail
CVE-2020-22043,mpeg_mux_init,fail
CVE-2020-20898,filter16_prewitt,fail
CVE-2020-20898,filter16_roberts,fail
CVE-2020-20898,filter16_sobel,fail
CVE-2020-20898,filter_prewitt,fail
CVE-2020-20898,filter_roberts,fail
CVE-2020-20898,filter_sobel,fail
CVE-2020-22038,ff_v4l2_m2m_codec_end,success
CVE-2020-22038,v4l2_decode_init,success
CVE-2020-22038,v4l2_m2m_destroy_context,fail
CVE-2020-22021,filter_edges,success
CVE-2020-22021,filter_edges_16bit,fail
CVE-2020-22017,oscilloscope_filter_frame,fail
CVE-2020-22022,filter_frame,fail
CVE-2020-23906,read_packet,fail
CVE-2020-22046,ff_ac3_encode_close,success
CVE-2020-22046,ff_ac3_encode_init,fail
CVE-2021-38291,av_get_audio_frame_duration,fail
CVE-2021-38291,av_get_audio_frame_duration2,fail
CVE-2020-22034,config_input,fail
CVE-2020-22034,filter_frame,fail
CVE-2020-22035,config_input,fail
CVE-2020-22035,filter_slice,fail
CVE-2020-22020,config_input,fail
CVE-2020-22019,ff_vmafmotion_init,success
CVE-2020-22042,ffmpeg_cleanup,fail
CVE-2020-22023,filter_frame,fail
CVE-2020-22039,avi_write_trailer,success
CVE-2020-22031,config_input,fail
CVE-2020-22029,slice_get_derivative,success
CVE-2020-22015,mov_write_video_tag,fail
CVE-2020-22037,ff_frame_thread_encoder_init,success
CVE-2020-22048,filter_frame,fail
CVE-2020-22041,request_frame,fail
CVE-2022-1475,g729_parse,success
CVE-2020-20896,latm_write_packet,success
CVE-2020-22027,filter_slice,fail
CVE-2020-35965,decode_frame,fail
