cve,succeed,target,accuracy,failed_versions,false_positive,false_negative
CVE-2018-20847,0,5,0.00%,2.1;2.0.1;2.0,,2.3.1;2.4.0
CVE-2015-8871,6,6,100.00%,,,
CVE-2016-4797,3,3,100.00%,,,
CVE-2016-7163,3,6,50.00%,,,2.3.1;2.2.0;2.3.0
CVE-2016-10506,6,6,100.00%,,,
CVE-2016-10504,3,5,60.00%,,,2.3.1;2.3.0
CVE-2017-14151,3,4,75.00%,,,2.4.0
CVE-2017-14152,4,4,100.00%,,,
CVE-2017-14039,3,6,50.00%,,,2.3.1;2.4.0;2.3.0
CVE-2017-14164,3,6,50.00%,,,2.3.1;2.4.0;2.3.0
